,0
0,0.7956647031626509
1,0.8010884752310057
2,0.9370296157443505
3,0.9038032382099204
4,0.8857366367816087
5,0.9443740869061579
6,0.98566950767049
7,0.9460284226820221
8,0.8928923571250161
9,0.9319427563995597
