,0
0,0.2727000168812581
1,0.4125686369467986
2,0.38029694893906585
3,0.39155770800775835
4,0.4285601500426105
5,0.5272112190425184
6,0.35305150449085065
7,0.2382436787402602
8,0.4528201593149157
9,0.2523593321127269
