,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.9653169,-1.5680327,0.6225385,-1.4735453,-0.89325416,-0.57492465,-0.33182406,-1.5068936,-0.1766285,-0.9348346,-0.17970204,1.0652713,-0.30533126,-0.09088549,-0.31162333,-1.5189351,-1.9371822,-0.62277025,-0.27687743,-1.2034597,0.49745354,-0.3480112,-0.61009,-0.5885323,0.48882002,-1.326756,-1.1551208,-0.12048462,-1.8135664,-1.1844325,-1.1326989,1.0495149,-1.7286425,-0.5314065,-1.8718836,0.5280895,-1.9683934,-0.21520177,-0.6109403,-0.47836605,0.7636249,-1.3767428,-0.8396323,0.12144327,-3.060732,-0.6076062,-1.5063715,-0.887443,-0.38094872,-1.0192288
1,-1.1068488,-2.067069,0.33018196,-0.47782323,-0.5858973,-1.277436,-1.200521,-2.2706852,-0.8940923,-1.6455028,-0.6845317,0.9393755,1.1895851,-0.90278685,1.0142605,-1.1738976,-1.3949445,-0.75626576,1.2480648,-0.73753864,-0.27617964,0.11657111,-1.1618212,0.1212501,-0.37329015,-0.39864054,-1.3018824,0.5882158,-1.4608487,-0.17285979,-0.30494678,0.7743403,-0.877288,0.26696086,-2.1545103,0.377146,-0.37051702,-1.478915,-1.22543,0.1514011,-0.43000576,-1.3593376,-0.7060218,0.80593216,-2.4691916,-0.9465906,-0.45461005,0.2753536,-0.5096266,0.50647026
2,-1.2711701,-2.1446393,0.15996322,-0.54136246,-0.5132389,-1.4055443,-0.9249096,-2.0611107,-0.8974204,-1.5604687,-0.7886724,0.8969173,0.8346653,-1.201053,1.0640697,-1.1381329,-1.8019781,-0.14624387,1.1161182,-0.30662838,-0.18195842,-0.13644241,-1.3458389,-0.056238748,-0.38771224,-0.042633533,-1.2457526,0.68556356,-1.4914529,-0.51494616,-0.18168095,0.9210877,-0.9403293,0.095744565,-1.9493203,-0.031664193,-0.10507408,-1.5046493,-1.1059308,-0.047655985,-0.65071684,-1.4092704,-0.5638647,0.42902878,-2.483048,-1.094223,-0.4005389,0.21698835,-1.0773337,0.21505696
3,-1.0197395,-1.7834907,0.53597414,-0.49275178,-0.40731642,-1.9001405,-1.2986443,-1.9736577,-0.7213842,-1.2142162,-0.7550683,1.391534,0.60698795,-0.7922231,0.6231056,-0.97194034,-2.191008,-0.19269755,0.33894062,-0.37534934,-0.30893755,-0.19037114,-0.9029312,-0.8234614,-0.48822555,-0.18097442,-1.508892,0.44919893,-1.3977271,-0.7701597,0.14361903,1.6046882,-0.974217,0.15389672,-1.8848221,0.55552137,-0.43105662,-1.4212397,-1.3727041,-0.1175577,-0.18998125,-0.7473018,-0.2857638,-0.2789152,-2.650971,-1.0093921,-0.13333562,0.04560809,-0.55383104,-0.65208626
4,-0.53787345,-1.8547738,0.43545827,-0.93460935,-0.66124743,-0.504011,-0.87371194,-2.0486002,-0.18925892,-1.335341,-0.18353316,0.6088774,1.5017129,-1.8761165,0.54677165,-1.0951824,-1.7451372,-0.45776027,1.1140581,-0.71073806,-0.08461922,0.57098925,-1.4756733,0.6696267,0.36276513,-0.9934559,-0.88977575,0.263592,-1.5917184,-0.8833809,0.08444211,0.87289035,-1.5869737,0.03064917,-2.209572,0.20255218,-0.5123496,-1.538034,-0.8770679,1.4303464,-0.44070375,-1.4468895,-1.0607877,0.8580425,-2.4662464,-0.6571376,-0.92577547,-0.9545156,0.09402701,0.06887376
5,-0.655186,-0.58289254,0.58761585,-1.0609256,-0.32012746,-1.0095714,-1.4064821,-2.5315456,-0.4090373,-1.7836266,-0.40849718,0.7100385,0.84650356,-1.1999912,0.7215272,-2.0802202,-1.8823547,-0.42592502,0.8519063,-1.1787221,-0.9110913,-1.2007332,-1.4387664,-0.05294922,1.0338191,-0.63567305,-0.14497322,-0.90417814,-1.613711,-0.33353412,-0.6256987,0.48444963,-1.4421697,-0.5647098,-2.36193,0.13451442,-0.5130887,-1.6360341,-0.17956504,0.31724483,0.13622013,-1.6133814,-0.12606801,-0.105048016,-2.8381906,-0.90383023,-0.81840044,-0.4850531,-0.6723417,0.6133999
6,-0.53321,-0.82015324,0.8690355,-1.1168895,-0.12310885,-1.4299206,-1.3366421,-1.8475122,-0.5660125,-1.3605673,-0.81740475,-0.25409684,1.0698664,-0.79257417,0.32057428,-1.748119,-2.0924475,-0.12001992,1.4370853,-0.44128367,0.008724451,-0.41956013,-1.1455027,-0.5314177,0.14305624,-0.65441024,-0.46247688,-0.0913398,-1.7583437,0.34980702,-0.5794221,0.983691,-0.97745836,-0.7372923,-2.0400379,0.50841284,-1.012367,-1.2016,-0.21435921,0.69633174,0.64934146,-1.8519107,-0.65177846,0.6412171,-3.6234684,-0.7399457,-0.17940253,0.124637246,0.00073608756,-0.07114163
7,-0.8519052,-0.9221937,-0.049625844,-0.8031291,-0.91718614,-1.4733555,-0.83633924,-1.9694743,-0.4689194,-1.22022,-0.52631366,0.39021426,0.032479823,-0.6654668,0.29008496,-2.0801225,-2.015029,0.36065504,1.5396338,-1.1201291,-0.27656677,-0.20329246,-1.1196903,-0.45219246,-0.057831608,-1.1522155,-1.0889789,0.0882157,-1.8319757,-0.08898574,0.13001207,0.790621,-1.2606194,-0.7623225,-2.4189813,0.79306895,-1.2720443,-0.99401414,-0.10008305,0.35395414,0.98946995,-2.4905343,-0.95557934,0.32282314,-2.7180707,-0.5623413,-0.28469065,-0.41158104,-0.48442686,0.09495272
8,-1.4758563,-2.338431,0.78489953,-1.1246277,-0.14797151,-0.9541419,-0.48111,-2.4304538,-0.51420856,-0.8493836,-0.53981346,1.7306281,0.41518325,-0.6184157,0.43014094,-0.8344426,-2.1891563,-0.73779166,0.41612965,-0.70560265,-0.40915024,-0.28460297,-1.5952734,-1.0491462,0.10070513,-0.13353166,-0.58265513,0.18690327,-1.9041694,-0.60825527,-0.041857153,0.82908887,-1.4519662,-0.946016,-2.187355,0.6019576,-0.9236516,-2.7510238,-0.71752405,-0.02622512,0.7856083,-2.330696,-0.70129824,1.9429073,-2.386181,-1.6121609,-0.2593695,0.23266089,-0.55566967,-0.238663
9,-0.51233995,-1.9437766,0.17741108,-0.90945894,-0.69214344,-0.8261823,-0.6289769,-2.3733094,-0.48760068,-1.383064,-0.25651324,1.2438282,-0.17614105,-0.7463004,0.1742545,-0.8531421,-1.8096726,-0.46910924,0.9287145,-0.04369685,-0.14293104,0.2595979,-0.8078248,-0.64327127,0.24242657,-0.9107101,-1.0755866,0.6759679,-2.1057293,-0.94692326,-0.32473156,0.06285116,-1.3179344,-0.6486254,-2.6055708,0.42671788,-0.904243,-2.7285244,-0.9904777,0.009262063,0.6195536,-1.7425971,-1.7698753,1.5365376,-2.6104097,-1.6543784,0.31696904,-0.20159757,0.05939728,-0.6806451
