,0,1,2,3,4,5,6,7,8,9
0,-0.049783777,-1.6318176,1.3938135,-2.713404,-1.1437281,0.34314945,0.8734745,0.041837286,-0.60880023,1.4762117
1,-0.20525889,-1.2826686,1.370774,-2.452011,-1.2274426,0.32435217,0.91850597,0.2229672,-0.68138427,1.3217993
2,-0.112378694,-1.0740883,1.3570104,-2.295856,-1.2774533,0.31312275,0.94540757,0.33117348,-0.7247457,1.2295539
3,-0.07884025,-0.99877137,1.3619803,-2.2394693,-1.2955118,0.30906788,0.9551216,0.37024608,-0.74040323,1.1962447
4,0.00044966562,-1.176832,1.3737301,-2.106163,-1.338205,0.29948154,0.97808695,0.46261954,-0.77742,1.1174967
5,0.23358667,-1.7003857,1.408278,-1.7142009,-1.4637359,0.27129477,1.0456122,0.1910128,-0.8862607,0.88595325
6,0.23848808,-1.6893786,1.4090043,-1.7059604,-1.4663751,0.27070218,1.0470319,0.18530262,-0.8885489,0.88108534
7,0.38986158,-1.3494406,1.431436,-1.4514633,-1.5478811,0.2524008,1.0908754,0.008951114,-0.9592181,1.0314242
8,0.4579944,-1.1964353,1.4415324,-1.3369149,-1.5111955,0.24416338,1.1106092,-0.07042424,-0.9910261,1.0990913
9,0.50744575,-1.0853829,1.4488604,-1.2537748,-1.4845688,0.25014216,1.1249322,-0.1280355,-1.0141126,1.1482047
10,0.59716046,-1.2868544,1.462155,-1.1029418,-1.4362626,0.26098886,1.1509169,-0.23255393,-1.0559962,1.2373061
11,0.7711755,-1.6776384,1.4879419,-1.395505,-1.3425654,0.28202766,1.2013183,-0.43528304,-1.1372356,1.4101317
12,0.78374773,-1.649405,1.4898049,-1.4166421,-1.335796,0.28354767,1.2049596,-0.44992983,-1.143105,1.422618
13,0.86123,-1.4754037,1.478323,-1.5469093,-1.2940762,0.29291546,1.2274014,-0.54019743,-1.1792779,1.4995707
14,0.87154955,-1.4522291,1.4767938,-1.564259,-1.2885197,0.2941631,1.2303903,-0.5281751,-1.1840956,1.5098197
15,0.6177471,-0.8822673,1.4391835,-1.990965,-1.1518615,0.32484838,1.3039011,-0.23249297,-1.302584,1.7618874
16,0.4612983,-1.233603,1.4159998,-2.253995,-1.0676228,0.34376338,1.3492146,-0.05022866,-1.3756226,1.917267
17,0.31381267,-1.56481,1.3941443,-2.5019555,-0.9882102,0.3615947,1.391932,0.121593416,-1.4444767,1.7707895
18,0.21413834,-1.7886478,1.3793738,-2.6695333,-0.9345413,0.37364554,1.3630625,0.23771492,-1.49101,1.6717964
19,0.18401134,-1.8563037,1.3749094,-2.7201843,-0.91831964,0.37728795,1.3543366,0.20261669,-1.5050749,1.6418754
20,0.168553,-1.8910184,1.3726187,-2.7461736,-0.9099962,0.3791569,1.3588139,0.18460758,-1.5122917,1.6265227
21,-0.12113002,-2.5415568,1.3296913,-2.2591434,-0.7540184,0.4141802,1.4427171,-0.15287577,-1.647531,1.3388196
22,-0.23243146,-2.291608,1.3131979,-2.0720177,-0.69408894,0.42763677,1.4749541,-0.28254294,-1.6994925,1.228279
23,-0.2818462,-2.1806378,1.3058752,-2.1550963,-0.6674819,0.43361112,1.4892665,-0.34011158,-1.7225618,1.179202
24,-0.32132193,-2.0919876,1.3000253,-2.2214649,-0.64622647,0.43838382,1.5007002,-0.3861012,-1.7409912,1.2184079
25,-0.3264815,-2.0804007,1.2992607,-2.2301395,-0.64344835,0.4390076,1.5021946,-0.38009024,-1.7434,1.2235322
26,-0.4151905,-1.8811877,1.2861152,-2.3792818,-0.59568363,0.4282825,1.5278882,-0.27674344,-1.784814,1.3116349
27,-0.4350262,-1.8366427,1.2831757,-2.4126306,-0.58500326,0.4258843,1.5336334,-0.25363463,-1.7755536,1.3313351
28,-0.60103416,-1.4638401,1.307776,-2.691732,-0.49561742,0.40581357,1.5817156,-0.060233843,-1.6980523,1.4962083
29,-0.50931567,-1.2578688,1.3213675,-2.845934,-0.44623226,0.3947246,1.6082808,0.046619017,-1.6552333,1.5872998
30,-0.49035108,-1.2152802,1.3185571,-2.877818,-0.4360209,0.39243174,1.6137736,0.06871295,-1.6463796,1.6061348
31,-0.4666442,-1.2685184,1.315044,-2.9176753,-0.4232561,0.38956553,1.62064,0.09633167,-1.635312,1.6296796
32,-0.46120876,-1.2807248,1.3142385,-2.9268136,-0.42032942,0.3889084,1.6222143,0.102663994,-1.6378495,1.6350778
33,-0.4369653,-1.3351681,1.3106459,-2.8860543,-0.40727568,0.3859773,1.6292361,0.13090788,-1.6491675,1.6591556
34,-0.35146242,-1.5271811,1.2979755,-2.7423024,-0.36123726,0.37563983,1.654001,0.031296276,-1.6890848,1.744074
35,-0.32111147,-1.59534,1.3024732,-2.691275,-0.344895,0.37197033,1.6627917,-0.004062875,-1.7032542,1.7742175
36,-0.2033413,-1.8598155,1.3199252,-2.4932735,-0.2814825,0.386209,1.6969024,-0.1412662,-1.7582356,1.8911827
37,-0.07167437,-2.1554987,1.3394365,-2.271908,-0.21058735,0.40212783,1.7350382,-0.29465938,-1.6967665,2.0219495
38,0.050175786,-2.4291365,1.3574932,-2.067047,-0.14497799,0.41685978,1.7703305,-0.4366159,-1.7536526,2.1429667
39,0.06263679,-2.4571202,1.3593397,-2.046097,-0.15168753,0.41836634,1.7739397,-0.4511331,-1.75947,2.1553426
40,0.0685655,-2.4704342,1.3602183,-2.0361295,-0.15487981,0.41908315,1.7756569,-0.44422612,-1.7622378,2.1612308
41,0.11793954,-2.3595552,1.3675349,-1.9531193,-0.18146491,0.42505258,1.7899575,-0.38670492,-1.7852882,2.2102673
42,0.29866642,-1.9536985,1.3943163,-2.2569668,-0.27877602,0.44690287,1.8423028,-0.17615646,-1.8696611,2.3897588
43,0.33550522,-1.8709699,1.3997754,-2.3189023,-0.2986116,0.45135677,1.8529727,-0.13323891,-1.8868594,2.3531718
44,0.1626929,-1.4828868,1.425384,-2.6094434,-0.3916612,0.47225016,1.9030257,0.06808901,-1.9675374,2.1815407
45,0.16010645,-1.4770784,1.4257673,-2.613792,-0.39305386,0.47256288,1.9022766,0.07110226,-1.9687449,2.178972
46,0.08892442,-1.3172256,1.4363155,-2.494117,-0.43138131,0.48116896,1.8816596,0.15402997,-2.0019765,2.1082766
47,0.025528157,-1.1748571,1.426921,-2.387532,-0.4655166,0.4888337,1.8632977,0.2278872,-2.0315733,2.0453136
48,-0.087942086,-0.92003804,1.4437358,-2.19676,-0.52661383,0.5025525,1.8304324,0.36008105,-2.0845473,1.932619
49,-0.1006043,-0.94847345,1.4456122,-2.1754715,-0.5334317,0.5040834,1.826765,0.37483263,-2.0904586,1.9200433
50,0.0072011263,-1.1905712,1.4615875,-1.9942235,-0.59147877,0.5171173,1.7955405,0.50042695,-2.1407878,1.8129748
51,0.02708695,-1.2352287,1.4586407,-1.9607904,-0.60218614,0.51952153,1.7897807,0.52359414,-2.1500716,1.7932249
52,0.054741893,-1.2973331,1.4627388,-1.9142954,-0.61707675,0.52286506,1.7817708,0.5558124,-2.1629825,1.765759
53,0.21068202,-1.6475265,1.4858471,-1.6521207,-0.70104164,0.54171854,1.7366047,0.37414074,-2.2357836,1.6108848
54,0.22129479,-1.6236935,1.4874198,-1.6342779,-0.706756,0.54300165,1.7335309,0.36177677,-2.2407382,1.6003445
55,0.2392876,-1.5832872,1.4900862,-1.6040275,-0.7164441,0.54517704,1.7283195,0.34081498,-2.2323382,1.5824747
56,0.5171163,-0.9593699,1.5312569,-1.1369274,-0.866039,0.5787671,1.6478498,0.017142037,-2.102633,1.8584044
57,0.5263228,-0.938695,1.5326211,-1.1524057,-0.8709961,0.5798802,1.6451832,0.0064164246,-2.098335,1.867548
58,0.5665504,-1.0290337,1.5385823,-1.2200384,-0.8926564,0.5847438,1.6335318,-0.040449064,-2.0795546,1.9075006
59,0.36854714,-1.4736878,1.5679239,-1.5529318,-0.99926984,0.6086828,1.5761826,-0.27112463,-1.9871161,2.1041505
60,0.3241388,-1.5734152,1.5745046,-1.6275934,-0.9753585,0.6140519,1.5633203,-0.32286078,-1.9663839,2.1482553
61,0.3092519,-1.6068465,1.5767107,-1.652622,-0.96734273,0.61585176,1.5590085,-0.30551744,-1.9594339,2.1630404
62,0.117950775,-2.0364497,1.6050591,-1.9742475,-0.864338,0.592723,1.5036005,-0.08264988,-1.8701245,2.353034
63,0.10743635,-2.0600617,1.6066172,-1.9919249,-0.85867655,0.5914518,1.5005552,-0.070400484,-1.8652158,2.3425915
64,0.20384255,-2.2765603,1.6209034,-2.154008,-0.8067673,0.5797961,1.4726323,0.04191361,-1.8202083,2.2468443
65,0.25338438,-2.1653047,1.6282449,-2.2373002,-0.7800918,0.57380635,1.4582831,0.09963028,-1.7970796,2.1976411
