,0
<<<<<<< Updated upstream
0,0.05553931
1,0.1386716
2,0.11800951
3,0.1136061
4,0.17669715
5,0.111036405
6,0.0929015
7,0.25299335
8,0.1077313
9,0.17252427
=======
0,0.09076015
1,0.10190731
2,0.13993056
3,0.10857027
4,0.18053363
5,0.2247205
6,0.11685017
7,0.04165211
8,0.078738146
9,0.14169239
>>>>>>> Stashed changes
