,0
0,0.7318853
1,0.888244
2,-0.6953286
3,-0.22545081
4,0.6990922
5,0.20331362
6,0.5305086
7,0.60409564
8,-0.5534757
9,-0.5600792
10,0.68545324
11,0.037399918
12,-0.3712724
13,-0.081464946
14,-0.76068336
15,1.0765274
16,-0.27532625
17,-0.3652572
18,0.8953346
19,1.0389279
20,0.11813283
21,1.2782614
22,-0.4203347
23,1.0451908
24,0.46116185
25,0.036697995
26,-0.063320935
27,-0.7389515
28,0.5519422
29,-0.0395182
30,0.8403147
31,-0.7424833
32,-0.2714662
33,-0.03438118
34,-0.44399017
35,-0.019079275
36,0.66043055
37,1.1295323
38,-0.4215767
39,0.75250584
40,-0.3217196
41,0.7686899
42,0.72286665
43,0.010275051
44,0.60889673
45,-0.7264364
46,0.33262992
47,0.11758524
48,-0.62575555
49,0.78978986
50,0.8200703
51,0.91881144
52,1.0247852
53,0.19468996
54,0.96986485
55,-0.11350861
56,-0.16562076
57,0.32220644
58,1.2244989
59,0.18020004
60,0.48675382
61,-0.6002356
62,-0.17660165
63,1.2254045
64,1.1251506
65,-0.55906916
66,-0.66775626
67,-0.19095173
68,1.2887937
69,0.42610198
70,0.742558
71,-0.7261412
72,0.45609668
73,0.26680747
74,1.0032535
75,0.97389156
76,0.21430384
77,1.1459674
78,-0.64855903
79,-0.14841712
80,1.228071
81,-0.57133585
82,0.58621967
83,-0.23265298
84,1.1702396
85,-0.5926793
86,1.3579276
87,-0.7402301
88,-0.731158
89,-0.69255805
90,0.19900875
91,0.6593232
92,1.2826328
93,1.1577712
94,0.5162702
95,1.2501147
96,1.272458
97,0.18156095
98,-0.79444486
99,-0.084855154
