,0,1,2,3,4,5,6,7,8,9
0,-1.0437498,-2.4251876,0.6542264,-0.004340896,-0.4162099,-1.0811568,3.337282,0.08265385,-1.1203732,0.20191033
1,-1.109088,-2.4374526,0.60031176,0.031741537,-0.4329323,-1.13242,3.2343583,0.10166852,-1.1444384,0.11805632
2,-1.052057,-2.4626226,0.67762536,0.035651475,-0.42775765,-1.1169021,3.3188314,0.09580355,-1.1368783,0.15738304
3,-1.0729773,-2.412961,0.5889907,-0.028151691,-0.41788536,-1.08827,3.2962446,0.09225492,-1.0796431,0.18104266
4,-1.0314131,-2.4728205,0.6567526,0.036575355,-0.4626494,-1.0873346,3.337949,0.05954582,-1.1004734,0.17832007
5,-1.1496749,-2.4277813,0.6326146,-0.03618646,-0.39805907,-1.0943211,3.2782626,0.10689862,-1.1343305,0.15770473
6,-0.99729985,-2.412482,0.6112505,0.058500823,-0.47763973,-1.1002611,3.3012373,0.08708551,-1.1481868,0.16730268
7,-1.0815206,-2.4159641,0.65299344,0.041283593,-0.40793085,-1.1380812,3.272802,0.10789354,-1.1414924,0.16093676
8,-1.0594611,-2.4181986,0.6659287,0.031147484,-0.3791492,-1.1554127,3.258912,0.119510315,-1.1708442,0.16706927
9,-1.1033763,-2.4222178,0.6228183,0.001068994,-0.540703,-1.1113421,3.3242753,0.08087058,-1.0733328,0.16657886
10,-1.0836574,-2.4052794,0.62417865,-0.015868586,-0.44159964,-1.065082,3.3354845,0.06848721,-1.1127712,0.099864535
11,-1.0792888,-2.466866,0.6367643,0.04646726,-0.42322445,-1.1545373,3.2822447,0.08125505,-1.1223985,0.17990929
12,-1.0252625,-2.4461172,0.6864307,0.042751476,-0.42536548,-1.105277,3.3807616,0.09787056,-1.173114,0.19997862
13,-1.1572258,-2.4048715,0.62574667,-0.014952023,-0.4372669,-1.126476,3.2178104,0.094650306,-1.0927626,0.12503187
14,-1.0177761,-2.4252095,0.64747214,0.04251673,-0.44532424,-1.1455225,3.345114,0.1308028,-1.156638,0.21606806
15,-1.1043516,-2.442111,0.6147279,-0.009588489,-0.4000956,-1.0483408,3.2566915,0.08805527,-1.1383905,0.18585052
16,-1.0345837,-2.431832,0.67198217,0.027921619,-0.44592252,-1.1538161,3.357812,0.11081194,-1.0876318,0.13324115
17,-1.0524613,-2.4096665,0.6516631,0.024549596,-0.44206658,-1.1307379,3.3625257,0.10662078,-1.0962158,0.17836368
18,-1.0093898,-2.491434,0.62854004,-0.010776494,-0.4495884,-1.1186756,3.356629,0.090027064,-1.1075903,0.13181755
19,-1.0191655,-2.476479,0.5669354,-0.05370541,-0.40129542,-1.1005718,3.2758021,0.06462029,-1.0773333,0.2093564
20,-1.0491927,-2.5023215,0.6188218,-0.027912017,-0.4004447,-1.0815736,3.2711084,0.07170135,-1.0650893,0.18343839
21,-1.0833691,-2.3844187,0.6814056,0.03302739,-0.43481168,-1.1164631,3.276467,0.15418586,-1.1421993,0.10379025
22,-1.0685291,-2.475283,0.6626998,-0.005717284,-0.42475274,-1.0805193,3.3022878,0.066837914,-1.0703118,0.2101583
23,-1.0491824,-2.4120595,0.62522465,-0.0017640349,-0.3964522,-1.0992783,3.296577,0.1157098,-1.176801,0.11690632
24,-1.0918084,-2.4578319,0.6317399,-0.00745028,-0.45162037,-1.1169893,3.34277,0.063698284,-1.0859753,0.21890955
25,-1.0770761,-2.408452,0.61424196,-0.030324139,-0.4433999,-1.0865079,3.348054,0.100708604,-1.0653751,0.21592203
26,-1.0590649,-2.374583,0.65787673,-0.061830483,-0.41568616,-1.1466333,3.3405669,0.08527872,-1.0686357,0.21106324
27,-1.0884595,-2.4996338,0.61149764,0.035621997,-0.4524301,-1.0851849,3.3081098,0.0878416,-1.1540288,0.10759736
28,-1.1044445,-2.5140588,0.6237663,0.023865394,-0.41946226,-1.1125224,3.2874987,0.09531753,-1.1905925,0.08756076
29,-1.0725789,-2.3715596,0.671142,0.0049584936,-0.40605974,-1.1025023,3.3619924,0.14581718,-1.1162796,0.1629674
30,-1.0566934,-2.4624949,0.6130677,0.019225502,-0.4544608,-1.1079278,3.2654872,0.062368732,-1.1349213,0.17183572
31,-1.0788841,-2.365214,0.6571873,0.0017796215,-0.37257484,-1.1069032,3.3129528,0.10897857,-1.1522092,0.14394939
32,-1.0481056,-2.4042008,0.669612,0.021618776,-0.4392577,-1.1168114,3.2992618,0.06920732,-1.143655,0.19162215
33,-1.0985296,-2.469265,0.64788353,-0.045341242,-0.40430105,-1.0860641,3.3185978,0.11194631,-1.1178625,0.17334604
34,-1.1455672,-2.4636226,0.63145584,-0.01940567,-0.4454492,-1.0755929,3.271052,0.14228922,-1.1453692,0.16204767
35,-1.0717961,-2.3721023,0.6812673,0.020076167,-0.40287426,-1.1277521,3.342463,0.048560962,-1.126495,0.15790138
36,-1.0361533,-2.4953523,0.6152762,0.011981841,-0.48276404,-1.128515,3.3270302,0.14902455,-1.155762,0.15453447
37,-1.1093628,-2.4606194,0.65908307,0.007721207,-0.45096973,-1.13406,3.2814345,0.07944356,-1.0689769,0.14757092
38,-1.0841695,-2.4590182,0.6387935,-0.0070635206,-0.40421593,-1.0944223,3.3145912,0.11932274,-1.1210914,0.12215172
39,-1.0411532,-2.4274306,0.63780236,0.0045228917,-0.44350338,-1.1186028,3.267042,0.08047645,-1.0704648,0.21659759
40,-1.0495679,-2.4226303,0.70505685,0.015777122,-0.4263749,-1.1066415,3.3239703,0.10372808,-1.1500711,0.13774896
41,-1.1054679,-2.4060407,0.63601196,0.038339484,-0.45060343,-1.1428107,3.2733307,0.08568548,-1.1842015,0.18077871
42,-1.0553529,-2.397573,0.68341815,0.023786075,-0.48185113,-1.1158985,3.227133,0.07482618,-1.1791492,0.16842978
43,-1.0708127,-2.4112186,0.68054974,0.027323602,-0.5123372,-1.1381243,3.2608888,0.096292354,-1.1393735,0.15230294
44,-1.1373069,-2.4487145,0.6527345,0.06204292,-0.49466732,-1.1378286,3.3456182,0.13458708,-1.1299636,0.20141645
45,-1.0006112,-2.4270194,0.6209243,-0.057482436,-0.351897,-1.0497694,3.2587562,0.059871886,-1.1047894,0.12712245
46,-1.1396409,-2.4472003,0.6126013,0.040942464,-0.47249264,-1.1509773,3.3334339,0.15658432,-1.1421335,0.18415193
47,-1.0482275,-2.4056745,0.6971057,-0.033223543,-0.38080326,-1.0946414,3.294865,0.016137896,-1.1805162,0.14237761
48,-1.1172441,-2.4531505,0.59539497,0.0016643722,-0.48973227,-1.1425965,3.2888215,0.16761166,-1.0920223,0.21238603
49,-1.03498,-2.432711,0.6570239,-0.022484768,-0.38056615,-1.1139755,3.2914574,0.020983456,-1.0913718,0.13744766
50,-1.1459213,-2.4128397,0.63447714,0.027059892,-0.5137176,-1.1334722,3.3283331,0.16938367,-1.1625922,0.16626264
51,-1.1390237,-2.414925,0.65213567,0.025309568,-0.42768106,-1.1306809,3.2819173,0.10698296,-1.1195415,0.16612679
52,-1.0479853,-2.4724643,0.62057304,-0.003967587,-0.4318338,-1.0881827,3.347346,0.071712956,-1.1325043,0.15852685
53,-1.0751325,-2.4779809,0.6089163,-0.022318803,-0.45864174,-1.1285231,3.3293765,0.073541075,-1.1327602,0.14324135
54,-1.0955942,-2.3889554,0.6627422,0.059721183,-0.39039075,-1.1015326,3.3247056,0.12194123,-1.1169833,0.15812047
55,-1.0429082,-2.411086,0.6428446,0.055378057,-0.44180068,-1.115684,3.3192904,0.11908689,-1.0922499,0.14633155
56,-1.1233953,-2.443807,0.63068235,-0.005867662,-0.40097255,-1.0767835,3.3260758,0.091012314,-1.0892291,0.1925248
57,-1.0311742,-2.427497,0.64849836,0.01964648,-0.45629105,-1.1061867,3.2762063,0.07581235,-1.1521975,0.1508087
58,-1.0621766,-2.4611568,0.55902016,0.039437294,-0.40200663,-1.1282632,3.3047326,0.115677364,-1.101416,0.18722616
59,-1.0348778,-2.4926658,0.5985582,-0.023607824,-0.37412214,-1.0540156,3.319215,0.08574271,-1.1857351,0.12499511
60,-1.1171483,-2.3715472,0.67384565,0.020797793,-0.43811595,-1.1318984,3.3270135,0.10454945,-1.1003314,0.17854002
61,-1.0579749,-2.4135313,0.67717236,0.035237186,-0.46443704,-1.0832999,3.3520732,0.1031238,-1.1036628,0.16850805
62,-1.0985599,-2.4160643,0.5864715,-0.016593453,-0.3833171,-1.1225241,3.2348514,0.114367805,-1.1202649,0.22839825
63,-1.0585083,-2.43534,0.69509387,0.01663123,-0.45846313,-1.0946405,3.4114242,0.07722144,-1.1532177,0.13879485
64,-1.1236254,-2.432989,0.6227991,0.004915974,-0.39865628,-1.1437122,3.2550545,0.13105087,-1.1187894,0.20047238
65,-1.0097114,-2.462707,0.64785194,-0.0151163805,-0.3722937,-1.0671473,3.4090996,0.051293794,-1.147118,0.13725539
66,-1.0247777,-2.4555662,0.62444067,-0.022646796,-0.40235615,-1.1441507,3.3097575,0.09603824,-1.0849669,0.16149525
