,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.6740797,-1.9832895,2.0593464,0.003845157,-0.33272636,-0.8069162,0.47836626,0.32547185,-0.8982366,0.008804253,-0.42154366,0.53800726,1.3417604,-1.4171829,1.2572976,-0.15807451,1.1201044,-0.19158009,1.2467768,0.053440087,-0.8307399,-0.6775672,0.29247266,-2.0327435,-0.5053233,-0.6091399,-0.09739847,0.33144394,0.09895029,-0.6307635,0.78195214,-0.601018,-1.1688396,-0.22181876,-0.94703174,-0.53396565,0.7490284,-2.048582,-0.076391935,-1.4781529,-0.65764844,-0.34473675,0.23166725,-1.0572203,0.009275451,0.38630816,-1.2599267,-0.3344146,-1.857647,-0.6424437
1,-0.67115265,-1.9798279,2.0582547,0.0006554177,-0.33586133,-0.8079776,0.4754792,0.3225727,-0.89638156,0.010103175,-0.4263767,0.5348564,1.3380435,-1.414692,1.2571304,-0.15770039,1.1221825,-0.19615577,1.2506404,0.051034212,-0.8264069,-0.6813492,0.28842676,-2.0331106,-0.4997973,-0.6077843,-0.09942581,0.33025575,0.095210515,-0.630217,0.7838004,-0.60035247,-1.16941,-0.22105035,-0.9496255,-0.53210807,0.74591845,-2.0522287,-0.07385272,-1.4779655,-0.65703905,-0.34277394,0.22838776,-1.0575359,0.008470019,0.38601014,-1.259736,-0.33725017,-1.8568442,-0.64119726
2,-0.67474675,-1.9755775,2.056914,-0.0032612009,-0.3397107,-0.80928093,0.4719342,0.3190129,-0.8941038,0.011698097,-0.4323111,0.53098744,1.3334795,-1.4116335,1.256925,-0.157241,1.124734,-0.20177417,1.2553844,0.048080083,-0.82108647,-0.68599313,0.28345886,-2.0335615,-0.4930121,-0.6061197,-0.101915136,0.3287968,0.09061851,-0.62954605,0.78606987,-0.5995353,-1.1701103,-0.22010684,-0.95281035,-0.52982724,0.7420998,-2.0567062,-0.070734866,-1.4777354,-0.6562908,-0.34036383,0.22436093,-1.0579233,0.0074810446,0.3856442,-1.2595017,-0.34073192,-1.8558586,-0.6396668
3,-0.67594874,-1.974156,2.0564659,-0.004571047,-0.34099808,-0.8097168,0.47074863,0.3178224,-0.8933421,0.0122314915,-0.43429574,0.52969354,1.3319532,-1.4106106,1.2568563,-0.15708737,1.1255873,-0.20365314,1.256971,0.047092125,-0.8228658,-0.6875462,0.28179744,-2.0337121,-0.4907429,-0.605563,-0.10274765,0.32830888,0.0890828,-0.62932163,0.7868289,-0.599262,-1.1703446,-0.2197913,-0.9538755,-0.5290644,0.74082273,-2.0582037,-0.06969215,-1.4776584,-0.6560406,-0.33955783,0.22301422,-1.0580529,0.007150299,0.3855218,-1.2594234,-0.34189633,-1.855529,-0.639155
4,-0.6762495,-1.9738003,2.0563536,-0.00489879,-0.3413202,-0.8098259,0.47045198,0.31752452,-0.89315146,0.012364955,-0.43479234,0.5293698,1.3315712,-1.4103546,1.2568392,-0.15704893,1.1258008,-0.20412329,1.257368,0.046844922,-0.823311,-0.6879348,0.28138173,-2.0337498,-0.4901751,-0.6054237,-0.10295596,0.32843095,0.08869854,-0.6292655,0.7870188,-0.59919363,-1.1704032,-0.21971235,-0.954142,-0.52887356,0.7405032,-2.0585785,-0.069431245,-1.4776391,-0.655978,-0.33935615,0.22267726,-1.0580853,0.0070675416,0.38549116,-1.2594038,-0.34218767,-1.8554465,-0.6390269
5,-0.6763668,-1.9736617,2.05631,-0.0050265864,-0.3414458,-0.8098684,0.47033632,0.31740838,-0.8932258,0.012416996,-0.43498597,0.5292435,1.3314223,-1.4102548,1.2568325,-0.15703394,1.125884,-0.20430662,1.2575228,0.04674853,-0.8234846,-0.68808633,0.28121963,-2.0337646,-0.4899537,-0.6053694,-0.103037186,0.32847854,0.08854871,-0.6292436,0.7870928,-0.599167,-1.1704261,-0.21968156,-0.95424587,-0.5287991,0.7403786,-2.0587246,-0.069329515,-1.4776316,-0.6559536,-0.3392775,0.22254586,-1.058098,0.007035272,0.3854792,-1.2593962,-0.34230128,-1.8554143,-0.63897693
6,-0.67650235,-1.9735014,2.0562594,-0.0051742624,-0.34159094,-0.8099175,0.47020265,0.31727415,-0.8933117,0.0124771325,-0.43520972,0.5290977,1.3312502,-1.4101396,1.2568247,-0.15701662,1.1259803,-0.20451845,1.2577018,0.046637144,-0.8236852,-0.68826145,0.28103232,-2.0337815,-0.48969787,-0.6053066,-0.10313105,0.32853356,0.08837557,-0.62921834,0.7871784,-0.5991362,-1.1704526,-0.21964599,-0.95436597,-0.5287131,0.7402346,-2.0588934,-0.06921196,-1.4776229,-0.6559254,-0.33918664,0.22269769,-1.0581126,0.006997983,0.3854654,-1.2593874,-0.34243256,-1.8553771,-0.63891923
7,-0.6771024,-1.9727918,2.0564833,-0.0058281817,-0.34223363,-0.8101351,0.46961078,0.3166798,-0.89369196,0.012743421,-0.43620053,0.52845174,1.3304882,-1.4096289,1.2567904,-0.15693992,1.1264063,-0.2054565,1.2584938,0.046143923,-0.8245735,-0.6890368,0.2802029,-2.0338569,-0.488565,-0.6050287,-0.103546664,0.32877713,0.08760889,-0.6291063,0.7875573,-0.59899974,-1.1705695,-0.21948846,-0.9548977,-0.5283323,0.739597,-2.0596411,-0.0686914,-1.4775845,-0.65580046,-0.33878425,0.22337002,-1.0581774,0.0068328637,0.38540432,-1.2593483,-0.34301388,-1.8552126,-0.6386637
8,-0.6777701,-1.9720021,2.0567324,-0.006555808,-0.34294876,-0.81037724,0.4689522,0.31601846,-0.8941151,0.013039724,-0.437303,0.52773297,1.3296403,-1.4090606,1.2567523,-0.15685458,1.1268803,-0.20650028,1.2593751,0.04559511,-0.82556194,-0.6898995,0.27927998,-2.0339406,-0.48730445,-0.60471946,-0.10400913,0.3290482,0.08846199,-0.62898165,0.78797895,-0.5988479,-1.1706996,-0.21931317,-0.9554894,-0.52790856,0.7388876,-2.060473,-0.06811217,-1.4775417,-0.65566146,-0.3383365,0.22411811,-1.0582494,0.006649133,0.38533634,-1.2593048,-0.3436607,-1.8550295,-0.6383794
9,-0.6778551,-1.9719017,2.0567641,-0.0066484474,-0.3430398,-0.81040806,0.46886835,0.31593427,-0.894169,0.013002,-0.43744338,0.5276415,1.3295323,-1.4089882,1.2567474,-0.15684372,1.1269406,-0.20663317,1.2594873,0.045525234,-0.82568777,-0.69000936,0.27916247,-2.0339513,-0.48714396,-0.60468006,-0.10406801,0.3290827,0.0885706,-0.6289658,0.78803265,-0.5988286,-1.1707162,-0.21929085,-0.95556474,-0.5278546,0.7387973,-2.0605788,-0.06803843,-1.4775362,-0.65564376,-0.3382795,0.22421336,-1.0582585,0.006625741,0.3853277,-1.2592993,-0.34374306,-1.8550061,-0.6383432
