,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.7110182,0.9452932,1.7879647,-0.604342,-0.2731255,-0.44917113,1.0306408,0.5554177,-4.1974583,0.012837753,-0.5844084,0.052596133,-1.4228108,-0.5902666,2.9752138,-1.2532524,-0.1227688,-0.44320053,1.4842732,-2.5105176,0.5954893,-0.22672725,-1.4816018,1.059326,0.17617965,0.014020199,0.25906983,-0.89754844,0.82201076,-0.22923738,-0.5550609,-0.5013754,-1.0826575,0.31305644,-1.0049402,2.586246,-1.8983774,0.4257443,-0.37591997,1.348562,-1.6725978,-2.6086981,-0.057760097,-0.5832519,-0.8383761,-0.028955441,-0.44012478,0.692092,-1.5476073,2.120692
1,-0.71020776,0.96320075,1.7587135,-0.5996798,-0.36118886,-0.4581668,1.0210509,0.4805346,-4.195686,-0.011418408,-0.53083724,0.020713886,-1.429459,-0.5884579,3.046625,-1.2365772,-0.11303818,-0.43174458,1.5390482,-2.531824,0.55943877,-0.31562918,-1.4759666,0.9773481,0.18991981,0.02795776,0.22164991,-0.90160406,0.8272322,-0.2096793,-0.55398405,-0.41082937,-1.0704656,0.26028082,-0.9878743,2.560004,-1.8919954,0.40937966,-0.32528973,1.3374119,-1.6019201,-2.631333,-0.1668818,-0.6079641,-0.7582436,-0.06307198,-0.54939806,0.718526,-1.5774626,2.0777595
2,-0.6855544,0.93923616,1.814638,-0.62245697,-0.30248082,-0.45275322,1.0233449,0.49263754,-4.228323,-0.05861372,-0.54432094,0.06791337,-1.3965961,-0.57822865,2.9201846,-1.2561686,-0.077204876,-0.47352418,1.507716,-2.5153937,0.56958747,-0.28076756,-1.4958398,0.98014945,0.22297284,0.0075843236,0.27104154,-0.9140846,0.7933968,-0.20228468,-0.53474486,-0.47496733,-1.0883483,0.24481866,-0.9532398,2.5957181,-1.9208782,0.42869544,-0.36781916,1.3510474,-1.627386,-2.5821683,-0.09718146,-0.6202091,-0.7883368,-0.06451302,-0.48494557,0.74726886,-1.519506,2.0826643
3,-0.76184237,0.9543351,1.7844777,-0.60689276,-0.32974628,-0.520052,1.034455,0.48548546,-4.191231,0.0017546266,-0.5577973,0.044125132,-1.4193091,-0.6057056,3.0126417,-1.2260033,-0.123180695,-0.45903555,1.4822308,-2.5072124,0.67438847,-0.22971141,-1.4580305,1.0599478,0.190689,0.024825351,0.26971868,-0.92343485,0.8749852,-0.29177335,-0.5387848,-0.49757695,-1.0559179,0.29827538,-0.98323596,2.5354989,-1.8183881,0.4243615,-0.29567778,1.3496954,-1.6809402,-2.5883472,-0.15677142,-0.5788408,-0.84365064,-0.009943941,-0.45864084,0.67026174,-1.5843526,2.1219997
4,-0.7019816,0.9922313,1.7469914,-0.58613145,-0.27020967,-0.46411663,1.0596062,0.45758396,-4.2018094,-0.024144532,-0.4927888,0.069666326,-1.4246819,-0.5673597,2.9892502,-1.2672546,-0.06918892,-0.43001312,1.4876443,-2.5552804,0.5593196,-0.251007,-1.4838434,1.0175806,0.20942324,0.018762967,0.27032596,-0.89027166,0.7857623,-0.20203519,-0.53913516,-0.48324057,-1.0546273,0.2125828,-1.0039998,2.6429784,-1.9213243,0.41900286,-0.35814875,1.3445088,-1.6204381,-2.5834541,-0.11079076,-0.6785843,-0.8222064,-0.03220762,-0.4513483,0.71455485,-1.5015047,2.0933099
5,-0.7084873,0.97408336,1.7176366,-0.61476237,-0.27538067,-0.47716433,1.03599,0.4145181,-4.1637135,0.004806715,-0.51584387,0.09493874,-1.4460144,-0.577761,2.9977758,-1.216892,-0.09398653,-0.41634873,1.4626864,-2.5232892,0.6076748,-0.28118095,-1.4912593,1.0148978,0.18598346,0.039544765,0.23129259,-0.9078234,0.81917006,-0.19560122,-0.53022647,-0.47099632,-1.0917758,0.21589802,-0.9924984,2.5465934,-1.8819624,0.3914376,-0.35986394,1.3324555,-1.6455463,-2.5890057,-0.10696701,-0.61420685,-0.8651574,-0.010965898,-0.44734815,0.7253072,-1.5530058,2.1041107
6,-0.71589977,0.9740497,1.7500887,-0.6146464,-0.3238858,-0.4665523,1.0434778,0.43713886,-4.2284575,0.031523343,-0.5337908,0.023193963,-1.4017297,-0.5857026,3.0034442,-1.2110807,-0.079584405,-0.43026736,1.4759573,-2.4995797,0.5744179,-0.26438746,-1.5045742,0.99716944,0.18945539,0.02833388,0.25276586,-0.9018362,0.86149305,-0.26712066,-0.53832704,-0.48963144,-1.0723681,0.2558475,-1.0029882,2.569501,-1.946609,0.39920944,-0.30048597,1.3185937,-1.6481439,-2.5717628,-0.12552418,-0.59568924,-0.87494767,-0.032684725,-0.448208,0.7380195,-1.5627805,2.0886774
7,-0.75905454,0.9654543,1.7641673,-0.5869043,-0.3341067,-0.44405422,1.0429953,0.489491,-4.215326,-0.023926554,-0.4957455,0.092858106,-1.446711,-0.5679164,3.0252142,-1.2287636,-0.12097859,-0.4628005,1.4938786,-2.4788985,0.6404154,-0.22008535,-1.423449,1.0357603,0.1864153,-0.029468685,0.234581,-0.8954875,0.8876744,-0.24818069,-0.54962516,-0.5143447,-1.1065204,0.2143492,-0.99153775,2.5812213,-1.9173908,0.35425654,-0.32734436,1.3454193,-1.6533501,-2.568426,-0.12215366,-0.6103362,-0.82285184,-0.10624058,-0.47825995,0.69548315,-1.5333841,2.1367536
8,-0.7558388,0.9960474,1.7554561,-0.6293798,-0.343592,-0.5038856,1.0408175,0.4528969,-4.190366,-0.00590749,-0.533999,0.034519367,-1.4133565,-0.5919344,3.0263386,-1.2471583,-0.1471437,-0.4802247,1.509567,-2.5308623,0.6050535,-0.2402646,-1.4401401,1.0649095,0.22908251,0.013529418,0.20853904,-0.91855097,0.8328623,-0.24297357,-0.5264293,-0.49738437,-1.0980215,0.22697829,-0.98607546,2.580394,-1.8513713,0.43415698,-0.3368439,1.3262272,-1.6338217,-2.588615,-0.12366925,-0.6078968,-0.7884267,-0.055965595,-0.47996297,0.6621381,-1.5466504,2.1158364
9,-0.72927237,0.98413455,1.7961656,-0.6320283,-0.30850077,-0.45352677,1.0595391,0.49224734,-4.18313,0.015295823,-0.55473495,0.057369463,-1.4517304,-0.58785886,2.9857852,-1.2640283,-0.10306566,-0.50344914,1.5018115,-2.4960146,0.63514584,-0.25207803,-1.4760572,1.0327545,0.20667015,0.032914482,0.22795886,-0.87935424,0.86545455,-0.23956937,-0.5348898,-0.4776979,-1.0977687,0.27335918,-0.95290536,2.5735223,-1.8771616,0.4298729,-0.28512686,1.3376925,-1.6861343,-2.5867035,-0.12260919,-0.59597117,-0.80205446,-0.039199285,-0.4779116,0.65581745,-1.5633233,2.139716
